,name,year,rating,m_score,runtime,votes,gross
357,Megan Leavey,2017.0,7.1,66.0,116.0,23659.0,13406304.0
358,Chaos Walking,2021.0,5.7,38.0,109.0,44083.0,13287908.0
359,The Peanut Butter Falcon,2019.0,7.6,70.0,97.0,89623.0,13122642.0
360,The Darkest Minds,2018.0,5.7,39.0,104.0,31776.0,12695691.0
361,Battle of the Sexes,2017.0,6.7,73.0,121.0,54751.0,12638526.0
362,Three Identical Strangers,2018.0,7.6,81.0,96.0,34808.0,12320845.0
363,Before I Fall,2017.0,6.4,58.0,98.0,51467.0,12241072.0
364,After,2019.0,5.2,30.0,105.0,52281.0,12138565.0
365,The Kitchen,2019.0,5.5,35.0,102.0,20600.0,12049257.0
366, Markiplier,2012.0,8.9,,10.0,41.0,12000000.0
367,Upgrade,2018.0,7.5,67.0,100.0,180629.0,11977130.0
368,"Roman J. Israel, Esq.",2017.0,6.5,58.0,122.0,37545.0,11962712.0
369,Blinded by the Light,2019.0,6.9,71.0,118.0,24703.0,11901145.0
370,Padmaavat,2018.0,7.0,63.0,164.0,31482.0,11846060.0
371,The Old Man & the Gun,2018.0,6.7,80.0,93.0,45188.0,11277120.0
372,Unforgettable,2017.0,5.1,45.0,100.0,15637.0,11274490.0
373,Hell Fest,2018.0,5.5,26.0,89.0,16806.0,11107431.0
374,Welcome to Marwen,2018.0,6.2,40.0,116.0,23597.0,10763520.0
375,The Beguiled,2017.0,6.3,77.0,93.0,57025.0,10576669.0
376,Greta,2018.0,6.0,54.0,98.0,33060.0,10519425.0
377,The Miracle Season,2018.0,6.5,44.0,101.0,5413.0,10225770.0
378,The Best of Enemies,2019.0,7.3,49.0,133.0,16520.0,10205616.0
379,Marshall,2017.0,7.2,66.0,118.0,23920.0,10051659.0
380,Hotel Mumbai,2018.0,7.6,62.0,123.0,61755.0,9651611.0
381,The Wife,2017.0,7.2,77.0,99.0,39513.0,9601092.0
382,Midnight Sun,2018.0,6.6,38.0,91.0,30125.0,9561064.0
383,Thank You for Your Service,2017.0,6.5,68.0,109.0,13718.0,9467000.0
384,No Manches Frida 2,2019.0,4.2,,102.0,1008.0,9270920.0
385,Tully,2018.0,6.9,75.0,95.0,58241.0,9227130.0
386,"Where'd You Go, Bernadette",2019.0,6.5,51.0,109.0,21419.0,9198356.0
387,Traffik,2018.0,5.9,37.0,96.0,20118.0,9186156.0
388,Apollo 11,2019.0,8.1,88.0,93.0,25033.0,9039891.0
389,Can You Ever Forgive Me?,2018.0,7.1,87.0,106.0,51523.0,8803865.0
390,Unfriended: Dark Web,2018.0,6.0,53.0,92.0,32264.0,8783985.0
391,Serenity,2019.0,5.3,37.0,106.0,40505.0,8547045.0
392,Stranger in the Night,2019.0,4.0,,103.0,151.0,8487980.0
393,Early Man,2018.0,6.1,68.0,89.0,21926.0,8267544.0
394,Higher Power,2018.0,4.7,,93.0,4228.0,8234245.0
395,The Death of Stalin,2017.0,7.2,88.0,107.0,100693.0,8041828.0
396,Sanju,2018.0,7.6,,155.0,53238.0,7909317.0
397,The Space Between Us,2017.0,6.4,33.0,120.0,52321.0,7885294.0
398,Weathering with You,2019.0,7.5,72.0,112.0,37071.0,7798743.0
399,Anna,2019.0,6.6,40.0,118.0,78790.0,7743794.0
400,Unsane,2018.0,6.4,63.0,98.0,45631.0,7732899.0
401,Penguins,2019.0,7.0,69.0,76.0,1649.0,7699452.0
402,We Have Always Lived in the Castle,2018.0,5.6,63.0,95.0,7241.0,7668933.0
403,Beautiful Boy,2018.0,7.3,62.0,120.0,72093.0,7649973.0
404,Mid90s,2018.0,7.3,66.0,85.0,61741.0,7362439.0
405,Let There Be Light,2017.0,4.5,,100.0,2805.0,7231896.0
406,The Little Mermaid,2018.0,4.2,,85.0,8940.0,7147175.0
407,Beatriz at Dinner,2017.0,6.0,68.0,82.0,10009.0,7115854.0
408,The Irishman,2019.0,7.8,94.0,209.0,372188.0,7000000.0
409,Dog Days,2018.0,6.2,47.0,113.0,4905.0,6809080.0
410,Boy Erased,2018.0,6.9,69.0,115.0,37930.0,6788692.0
411,Loving Vincent,2017.0,7.8,62.0,94.0,56878.0,6735118.0
412,Hotel Artemis,2018.0,6.0,58.0,94.0,52691.0,6708147.0
413,The Snowman,2017.0,5.1,23.0,119.0,62855.0,6670765.0
414,The Dead Don't Die,2019.0,5.4,53.0,104.0,75669.0,6563605.0
415,A-X-L,2018.0,5.3,29.0,98.0,11814.0,6501381.0
416,Run the Race,2018.0,5.9,35.0,101.0,1532.0,6424420.0
417,Same Kind of Different as Me,2017.0,6.6,47.0,119.0,8121.0,6423605.0
418,Fahrenheit 11/9,2018.0,7.0,69.0,128.0,19357.0,6352306.0
419,Unbroken: Path to Redemption,2018.0,5.7,39.0,98.0,3115.0,6216488.0
420,Master Z: The Ip Man Legacy,2018.0,6.5,72.0,107.0,8516.0,6209454.0
421,The Hurricane Heist,2018.0,5.1,35.0,103.0,20584.0,6115825.0
422,Every Day,2018.0,6.4,52.0,97.0,21300.0,6102076.0
423,Just Getting Started,2017.0,4.5,21.0,91.0,7209.0,6069605.0
424,Leave No Trace,2018.0,7.1,88.0,109.0,57888.0,6046104.0
425,Captive State,2019.0,6.0,54.0,109.0,53973.0,5958315.0
426,The Florida Project,2017.0,7.6,92.0,111.0,110978.0,5904366.0
427,Death of a Nation,2018.0,4.3,1.0,108.0,6854.0,5885881.0
428,The Wandering Earth,2019.0,5.9,57.0,125.0,30081.0,5875487.0
429,All Saints,2017.0,6.1,63.0,108.0,1766.0,5802208.0
430,Suburbicon,2017.0,5.7,42.0,105.0,43833.0,5775178.0
431,My Hero Academia: Two Heroes,2018.0,7.4,,96.0,10102.0,5754556.0
432,God's Not Dead: A Light in Darkness,2018.0,4.3,33.0,105.0,3996.0,5728940.0
433,Kin,2018.0,5.8,35.0,102.0,16918.0,5718096.0
434,The Man Who Invented Christmas,2017.0,7.0,60.0,104.0,15954.0,5676486.0
435,Bitter Harvest,2017.0,5.9,34.0,103.0,3881.0,5657894.0
436,Gloria Bell,2018.0,6.3,79.0,102.0,11484.0,5611123.0
437,2.0,2018.0,6.1,,148.0,23991.0,5570000.0
438,Gully Boy,2019.0,7.9,65.0,154.0,38245.0,5566534.0
439,Tiger Zinda Hai,2017.0,5.9,,161.0,28650.0,5560921.0
440,Stan & Ollie,2018.0,7.2,75.0,98.0,36928.0,5470235.0
441,The Goldfinch,2019.0,6.3,40.0,149.0,22057.0,5332621.0
442,Colette,2018.0,6.7,74.0,111.0,22995.0,5137622.0
443,Simmba,2018.0,5.7,,158.0,23338.0,5075611.0
444,Action Point,2018.0,5.1,36.0,85.0,11347.0,5059608.0
445,The Mustang,2019.0,6.8,77.0,96.0,12534.0,5043620.0
446,Beirut,2018.0,6.4,69.0,109.0,21893.0,5019226.0
447,Gringo,2018.0,6.1,46.0,111.0,29753.0,4969853.0
448,The Sun Is Also a Star,2019.0,5.9,52.0,100.0,7301.0,4950029.0
449,Bring the Soul: The Movie,2019.0,8.1,,103.0,1417.0,4809800.0
450,Samson,2018.0,4.4,17.0,110.0,4545.0,4719928.0
451,Don't Let Go,2019.0,6.3,49.0,103.0,10680.0,4686540.0
452,Pavarotti,2019.0,7.5,66.0,114.0,3408.0,4600249.0
453,Cold War,2018.0,7.5,90.0,89.0,55814.0,4572545.0
454,Tolkien,2019.0,6.8,48.0,112.0,39492.0,4535154.0
455,Menteur,2019.0,6.5,,111.0,860.0,4518550.0
456,The Last Black Man in San Francisco,2019.0,7.3,83.0,121.0,18858.0,4515719.0
457,Amazing Grace,2018.0,7.5,94.0,89.0,4584.0,4446414.0
458,Johnny English Strikes Again,2018.0,6.2,39.0,89.0,72489.0,4412170.0
459,The Biggest Little Farm,2018.0,8.0,73.0,91.0,7345.0,4367816.0
460,Gotti,2018.0,4.7,24.0,112.0,15353.0,4343227.0
461,Blindspotting,2018.0,7.4,77.0,95.0,30468.0,4333394.0
462,Brian Banks,2018.0,7.2,58.0,99.0,6803.0,4316216.0
463,The Book of Henry,2017.0,6.5,31.0,105.0,27097.0,4219536.0
464,Stronger,2017.0,6.9,76.0,119.0,44598.0,4211129.0
465,Uri: The Surgical Strike,2019.0,8.2,,138.0,58860.0,4186168.0
466,Ya veremos,2018.0,5.8,25.0,85.0,710.0,4165949.0
467,Life Itself,2018.0,6.8,21.0,117.0,21095.0,4102648.0
468,The Hero,2017.0,6.5,61.0,96.0,9560.0,4077333.0
469,Replicas,2018.0,5.4,19.0,107.0,37918.0,4046429.0
470,Mr. X,2018.0,8.1,,25.0,9.0,3990899.0
471,Ip Man 4: The Finale,2019.0,7.0,62.0,107.0,31211.0,3956031.0
472,The Assassin's Code,2018.0,5.0,,95.0,1218.0,3911218.0
473,Portrait of a Lady on Fire,2019.0,8.1,95.0,122.0,85927.0,3759854.0
474,Ben Is Back,2018.0,6.7,66.0,103.0,21189.0,3703184.0
475,Ne Zha,2019.0,7.4,54.0,110.0,7415.0,3695533.0
476,Gosnell: The Trial of America's Biggest Serial Killer,2018.0,6.6,,93.0,4535.0,3679893.0
477,Burn the Stage: The Movie,2018.0,8.4,,84.0,2824.0,3636203.0
478,Table 19,2017.0,5.8,40.0,87.0,28468.0,3606977.0
479,Mission Mangal,2019.0,6.5,,130.0,15518.0,3602774.0
480,Phoenix Forgotten,2017.0,5.3,33.0,87.0,6253.0,3599570.0
481,Bharath Ane Nenu,2018.0,7.5,,173.0,17069.0,3550000.0
482,The Oscar Nominated Short Films 2019: Documentary,2019.0,8.3,,,9.0,3531094.0
483,Indivisible,2018.0,5.7,53.0,119.0,1233.0,3511417.0
484,Rangasthalam 1985,2018.0,8.2,,170.0,23623.0,3510000.0
485,BTS World Tour: Love Yourself in Seoul,2018.0,8.8,,112.0,965.0,3509917.0
486,The Oscar Nominated Short Films 2018: Live Action,2018.0,7.9,,96.0,208.0,3508777.0
487,Chhalawa,2019.0,3.3,,117.0,889.0,3500000.0
488,An Inconvenient Sequel: Truth to Power,2017.0,6.5,68.0,98.0,8082.0,3496795.0
489,The Beach Bum,2019.0,5.5,55.0,95.0,21824.0,3487204.0
490,Disobedience,2017.0,6.6,74.0,114.0,30208.0,3480702.0
491,Til Death Do Us Part,2017.0,4.5,,101.0,1320.0,3449703.0
492,First Reformed,2017.0,7.1,85.0,113.0,55223.0,3448256.0
493,"Juliet, Naked",2018.0,6.6,67.0,97.0,22399.0,3444895.0
494,Bad Samaritan,2018.0,6.4,42.0,110.0,22862.0,3435047.0
495,Echo in the Canyon,2018.0,6.9,69.0,82.0,3496.0,3334977.0
496,Shoplifters,2018.0,7.9,93.0,121.0,73841.0,3313513.0
497,Raees,2017.0,6.7,,143.0,43920.0,3262954.0
498,The Leisure Seeker,2017.0,6.7,45.0,112.0,8663.0,3226443.0
499,7 Days in Entebbe,2018.0,5.8,49.0,107.0,15659.0,3189220.0
500,The Sisters Brothers,2018.0,6.9,78.0,122.0,63654.0,3143056.0
501,Sgt. Stubby: An American Hero,2018.0,6.9,58.0,84.0,2183.0,3140677.0
502,Whitney,2018.0,7.3,75.0,120.0,7341.0,3026351.0
503,Ingrid Goes West,2017.0,6.6,71.0,98.0,41197.0,3024308.0
504,Maiden,2018.0,7.7,82.0,97.0,2246.0,3008927.0
505,Bharat,2019.0,4.7,,150.0,30692.0,2971549.0
506,Pandas,2018.0,7.4,82.0,42.0,677.0,2892597.0
507,American Animals,2018.0,7.0,68.0,116.0,44018.0,2856954.0
508,God Bless the Broken Road,2018.0,5.6,31.0,111.0,1081.0,2846257.0
509,The Oscar Nominated Short Films 2017: Animation,2017.0,7.2,,88.0,205.0,2833441.0
510,Thoroughbreds,2017.0,6.6,75.0,92.0,41081.0,2830775.0
511,La boda de Valentina,2018.0,4.7,,107.0,689.0,2783739.0
512,Kalank,2019.0,3.4,,166.0,16565.0,2729336.0
513,Wolf Warrior 2,2017.0,5.9,44.0,123.0,7962.0,2721100.0
514,Is Genesis History?,2017.0,3.9,,100.0,1559.0,2694781.0
515,My Cousin Rachel,2017.0,6.0,63.0,106.0,19242.0,2676077.0
516,Everybody Knows,2018.0,6.9,68.0,133.0,34072.0,2660165.0
517,Saaho,2019.0,5.0,,170.0,19131.0,2626284.0
518,Qué León,2018.0,5.9,,93.0,354.0,2593029.0
519,A Question of Faith,2017.0,5.7,,104.0,1095.0,2587072.0
520,Do It Like An Hombre,2017.0,5.6,,109.0,1224.0,2534252.0
521,You Were Never Really Here,2017.0,6.8,84.0,89.0,117014.0,2523610.0
522,Suspiria,2018.0,6.7,64.0,152.0,73977.0,2474044.0
523,Tulip Fever,2017.0,6.2,38.0,105.0,20881.0,2425664.0
524,The Rider,2017.0,7.4,92.0,104.0,18495.0,2419031.0
525,Mary and the Witch's Flower,2017.0,6.8,75.0,103.0,14109.0,2418404.0
526,The Art of Self-Defense,2019.0,6.6,65.0,104.0,36735.0,2410914.0
527,Arctic,2018.0,6.8,71.0,98.0,51300.0,2410795.0
528,T2 Trainspotting,2017.0,7.2,67.0,117.0,122457.0,2402004.0
529,Pokémon the Movie: I Choose You!,2017.0,6.3,,98.0,6798.0,2401722.0
530,After We Collided,2020.0,5.0,14.0,105.0,29636.0,2386483.0
531,Hearts Beat Loud,2018.0,6.9,65.0,97.0,10870.0,2386251.0
532,"My People, My Country",2019.0,6.4,,154.0,1804.0,2356683.0
533,1991,2018.0,7.1,,101.0,1088.0,2341391.0
534,Papillon,2017.0,7.2,51.0,133.0,72736.0,2335896.0
535,At Eternity's Gate,2018.0,6.9,76.0,111.0,34217.0,2294915.0
536,The Killing of a Sacred Deer,2017.0,7.0,73.0,121.0,148062.0,2291901.0
537,The Resurrection of Gavin Stone,2017.0,6.2,36.0,91.0,2241.0,2277776.0
538,Super 30,2019.0,7.9,,154.0,30033.0,2269878.0
539,Tod@s Caen,2019.0,4.9,,120.0,618.0,2238503.0
540,Jeepers Creepers III,2017.0,3.9,,100.0,22034.0,2235162.0
541,The Lovers,2017.0,6.0,76.0,97.0,3811.0,2194521.0
542,The Fall of the American Empire,2018.0,6.9,55.0,127.0,3688.0,2178460.0
543,Total Dhamaal,2019.0,4.1,,130.0,6923.0,2167632.0
544,Brad's Status,2017.0,6.5,71.0,102.0,17758.0,2133158.0
545,Puzzle,2018.0,6.7,66.0,103.0,7858.0,2032018.0
546,Good Time,2017.0,7.3,80.0,102.0,117904.0,2026499.0
547,A Fantastic Woman,2017.0,7.2,86.0,104.0,25208.0,2020988.0
548,The Front Runner,2018.0,6.1,61.0,113.0,13065.0,2000105.0
549,Marriage Story,2019.0,7.9,94.0,137.0,294615.0,2000000.0
550, Conservative Twins,2018.0,,,,2000000.0,
551,Badrinath Ki Dulhania,2017.0,6.1,,139.0,12130.0,1988441.0
552,Detective Chinatown 2,2018.0,6.1,48.0,121.0,2551.0,1983984.0
553,Assassination Nation,2018.0,6.0,56.0,108.0,18862.0,1959204.0
554,Indian Horse,2017.0,7.2,,101.0,2146.0,1946741.0
555,Everybody Loves Somebody,2017.0,6.4,74.0,102.0,4112.0,1910685.0
556,Along With the Gods: The Two Worlds,2017.0,7.2,,139.0,14905.0,1908823.0
557,Youth,2017.0,7.0,69.0,135.0,3058.0,1891956.0
558,Racetime,2018.0,5.5,,89.0,496.0,1874783.0
559,Badla,2019.0,7.8,,118.0,27227.0,1861000.0
560,Toilet: A Love Story,2017.0,7.2,,155.0,20744.0,1830715.0
561,The White Crow,2018.0,6.6,61.0,127.0,6161.0,1828784.0
562,Pope Francis: A Man of His Word,2018.0,6.4,63.0,96.0,2246.0,1823465.0
563,The Wall,2017.0,6.2,57.0,88.0,26762.0,1803064.0
564,Tender Embers,2018.0,,,94.0,1800000.0,
565,The Last Word,2017.0,6.6,40.0,108.0,8122.0,1782667.0
566,Luce,2019.0,6.6,72.0,109.0,12904.0,1782181.0
567,Goodbye Christopher Robin,2017.0,7.1,54.0,107.0,27187.0,1735251.0
568,Jane,2017.0,7.8,87.0,90.0,5059.0,1723379.0
569,The Other Side of Heaven 2: Fire of Faith,2019.0,5.3,,117.0,393.0,1722754.0
570,Menashe,2017.0,6.5,81.0,82.0,2274.0,1703036.0
571,Race 3,2018.0,1.9,,160.0,46069.0,1690861.0
572,Slamma Jamma,2017.0,5.7,,104.0,1560.0,1687000.0
573,Pad Man,2018.0,7.9,,140.0,25405.0,1662927.0
574,Capernaum,2018.0,8.4,75.0,126.0,84733.0,1661096.0
575,The Little Hours,2017.0,5.8,69.0,90.0,22476.0,1647175.0
576,Wild Rose,2018.0,7.1,80.0,101.0,13655.0,1635117.0
577,A Private War,2018.0,6.7,75.0,110.0,19189.0,1633208.0
578,Jolly LLB 2,2017.0,7.2,,137.0,25047.0,1632440.0
579,The Aftermath,2019.0,6.3,43.0,108.0,20729.0,1618497.0
580,A Ghost Story,2017.0,6.8,84.0,92.0,70454.0,1596371.0
581,Professor Marston & the Wonder Women,2017.0,7.0,68.0,108.0,26034.0,1585362.0
582,The Stray,2017.0,5.4,,92.0,1138.0,1579440.0
583,Red Joan,2018.0,6.4,45.0,101.0,12290.0,1578985.0
584,Extreme Job,2019.0,7.0,,111.0,9857.0,1563508.0
585,Operation Red Sea,2018.0,6.6,,142.0,7091.0,1543547.0
586,Destroyer,2018.0,6.2,62.0,121.0,29084.0,1533324.0
587,A Taxi Driver,2017.0,7.9,69.0,137.0,23093.0,1527829.0
588,The Kid,2019.0,5.9,51.0,100.0,8327.0,1508593.0
589,The Square,2017.0,7.2,73.0,151.0,62288.0,1502347.0
590,Thugs of Hindostan,2018.0,4.0,,164.0,19432.0,1449848.0
591,After the Wedding,2019.0,6.3,50.0,112.0,7577.0,1448643.0
592,Genesis: Paradise Lost,2017.0,4.7,,130.0,704.0,1443926.0
593,"Don't Worry, He Won't Get Far on Foot",2018.0,6.8,67.0,114.0,26113.0,1441705.0
594,Judwaa 2,2017.0,3.6,,145.0,10632.0,1431255.0
595,Finding Your Feet,2017.0,6.7,53.0,111.0,6513.0,1418682.0
596,Wonder Wheel,2017.0,6.2,45.0,101.0,28421.0,1403237.0
597,El Chicano,2018.0,5.3,46.0,108.0,1348.0,1394555.0
598,"Hello, Love, Goodbye",2019.0,7.3,,118.0,1038.0,1386000.0
599,Little Women,2018.0,5.2,40.0,112.0,1281.0,1379357.0
600,Andhadhun,2018.0,8.2,,139.0,89248.0,1373943.0
601,My Friend Dahmer,2017.0,6.2,68.0,107.0,19069.0,1355664.0
602,102 Not Out,2018.0,7.4,,102.0,7128.0,1339909.0
603,The Bookshop,2017.0,6.5,62.0,113.0,15048.0,1328001.0
604,The Dinner,2017.0,4.5,57.0,120.0,8618.0,1322839.0
605,First Lady,2018.0,4.5,,96.0,231.0,1321000.0
606,Baaghi 2,2018.0,4.8,,137.0,10635.0,1319579.0
607,Never Look Away,2018.0,7.7,68.0,189.0,20532.0,1304042.0
608,Jab Harry Met Sejal,2017.0,5.0,,143.0,20542.0,1284740.0
609,Churchill,2017.0,6.1,44.0,105.0,16997.0,1281258.0
610,Asterix: The Secret of the Magic Potion,2018.0,6.7,,87.0,9526.0,1271953.0
611,Maria By Callas,2017.0,7.2,71.0,119.0,1879.0,1267301.0
612,McQueen,2018.0,7.7,84.0,111.0,8076.0,1257275.0
613,The Seagull,2018.0,5.7,58.0,98.0,3587.0,1252960.0
614,An Interview with God,2018.0,5.7,,97.0,3928.0,1251044.0
615,3 idiotas,2017.0,4.3,,106.0,1023.0,1239307.0
616,The Sense of an Ending,2017.0,6.3,61.0,108.0,6702.0,1235432.0
617,Steve McQueen: American Icon,2017.0,7.0,,120.0,185.0,1229782.0
618,High Life,2018.0,5.8,77.0,113.0,34669.0,1225852.0
619,Active Measures,2018.0,7.6,68.0,109.0,7675.0,1220000.0
620,Mandy,2018.0,6.5,81.0,121.0,75800.0,1214525.0
621,Beautifully Broken,2018.0,5.7,,108.0,420.0,1207813.0
622,All Is True,2018.0,6.3,59.0,101.0,4571.0,1200481.0
623,Along With the Gods: The Last 49 Days,2018.0,7.1,,142.0,7081.0,1200246.0
624,The Serpent,2020.0,4.2,,89.0,3174.0,1200000.0
625,Emanuel,2019.0,7.5,66.0,80.0,282.0,1200000.0
626,33 & Beyond: The Royal Art of Freemasonry,2017.0,5.3,,90.0,147.0,1200000.0
627,The Doll Comes Home,2019.0,7.2,,11.0,34.0,1198476.0
628,Kingdom Men Rising,2019.0,8.2,,93.0,50.0,1188936.0
629,Ek Ladki Ko Dekha Toh Aisa Laga,2019.0,5.6,,120.0,4339.0,1182636.0
630,Lean on Pete,2017.0,7.2,80.0,121.0,12599.0,1163056.0
631,The Trip to Spain,2017.0,6.6,66.0,108.0,5998.0,1157604.0
632,Step,2017.0,6.9,81.0,84.0,923.0,1146292.0
633,The Hows of Us,2018.0,6.7,,117.0,2701.0,1118907.0
634,Viceroy's House,2017.0,6.7,53.0,106.0,7701.0,1105717.0
635,The Dawn Wall,2017.0,8.1,81.0,100.0,19240.0,1082223.0
636,Love and Monsters,2020.0,6.9,63.0,109.0,121255.0,1070714.0
637,Luka Chuppi,2019.0,6.3,,126.0,11237.0,1042905.0
638,The Souvenir,2019.0,6.4,91.0,120.0,12079.0,1036737.0
639,Noah,2019.0,5.3,,130.0,36.0,1035603.0
640,Wonderstruck,2017.0,6.2,71.0,116.0,10255.0,1033632.0
641,Wildlife,2018.0,6.8,80.0,105.0,28429.0,1028993.0
642,Film Stars Don't Die in Liverpool,2017.0,6.7,65.0,105.0,9681.0,1026124.0
643,Columbus,2017.0,7.2,89.0,100.0,17315.0,1017107.0
644,Grow House,2017.0,4.6,,96.0,411.0,1014563.0
645,Perfect Strangers,2017.0,6.9,,97.0,13845.0,1014507.0
646,Golmaal Again,2017.0,4.9,,140.0,9265.0,1013893.0
647,Raid,2018.0,7.4,,122.0,17263.0,1010385.0
648,1945,2017.0,7.1,73.0,91.0,3867.0,1006193.0
649,Nothing to Lose,2018.0,2.3,,134.0,23019.0,1003497.0
650,Marianne & Leonard: Words of Love,2019.0,7.0,69.0,102.0,2004.0,1002360.0
651,The Insult,2017.0,7.6,72.0,113.0,16741.0,1001305.0
652,Army of the Dead,2021.0,5.7,57.0,148.0,167066.0,1000000.0
653,Little Italy,2018.0,5.7,28.0,102.0,14552.0,990230.0
654,Last Flag Flying,2017.0,6.8,65.0,125.0,25265.0,965481.0
655,Rush: Cinema Strangiato 2019,2019.0,8.7,,120.0,131.0,960073.0
656,Lucky,2017.0,7.3,80.0,88.0,22926.0,955925.0
657,Faces Places,2017.0,7.8,94.0,94.0,12280.0,953717.0
658,El Coyote,2019.0,2.8,,93.0,149.0,945637.0
659,Landline,2017.0,6.4,66.0,97.0,4599.0,940854.0
660,Tubelight,2017.0,3.9,,136.0,20093.0,930058.0
661,The Miseducation of Cameron Post,2018.0,6.6,69.0,91.0,21880.0,904703.0
662,Kedarnath,2018.0,6.7,,116.0,13696.0,901131.0
663,Chhichhore,2019.0,8.2,,143.0,50043.0,898575.0
664,Journey to the West: The Demons Strike Back,2017.0,5.4,59.0,109.0,3140.0,880346.0
665,Toni Morrison: The Pieces I Am,2019.0,7.6,82.0,120.0,746.0,879306.0
666,The Roblox Movie,2019.0,6.7,,58.0,24.0,876900.0
667,The Cakemaker,2017.0,7.2,74.0,113.0,4638.0,875751.0
668,Between Me and My Mind,2019.0,7.6,,100.0,227.0,875191.0
669,Man of God,2021.0,7.0,,109.0,2408.0,870659.0
670,Tea With the Dames,2018.0,7.3,85.0,84.0,2462.0,867888.0
671,Let the Sunshine In,2017.0,6.0,79.0,94.0,6892.0,866714.0
672,BANDSTAND: The Broadway Musical on Screen,2018.0,9.1,,130.0,118.0,855333.0
673,Woman at War,2018.0,7.4,81.0,101.0,9810.0,847495.0
674,Smokes and jokes,2017.0,,,,845000.0,
675,Like Arrows,2018.0,6.3,,100.0,515.0,843885.0
676,The Ex-File 3: The Return of The Exes,2017.0,5.6,,120.0,482.0,838959.0
677,Bombshell: The Hedy Lamarr Story,2017.0,7.3,70.0,88.0,3683.0,820300.0
678,Transit,2018.0,6.9,82.0,101.0,10133.0,815290.0
679,Honeyland,2019.0,8.0,85.0,89.0,17462.0,815082.0
680,Mirai,2018.0,7.0,81.0,98.0,15423.0,812794.0
681,Climax,2018.0,6.9,67.0,97.0,65351.0,804112.0
682,Beast,2017.0,6.8,74.0,107.0,13060.0,800365.0
683,Patti Cake$,2017.0,6.8,67.0,109.0,10168.0,800148.0
684,Sui Dhaaga,2018.0,6.7,,122.0,8253.0,790628.0
685,Pokémon the Movie: The Power of Us,2018.0,6.2,,100.0,2620.0,789170.0
686,Chonda Pierce: Unashamed,2019.0,6.0,,90.0,8.0,787979.0
687,Student of the Year 2,2019.0,2.1,,146.0,21381.0,778566.0
688,Border,2018.0,7.0,75.0,110.0,28952.0,771930.0
689,The Church,2018.0,2.8,,81.0,181.0,771454.0
690,Mark Felt: The Man Who Brought Down the White House,2017.0,6.4,49.0,103.0,13254.0,768946.0
691,Mubarakan,2017.0,5.6,,156.0,3912.0,757057.0
692,Joni 75: A Birthday Celebration,2019.0,7.5,,128.0,54.0,752205.0
693,Bennett's War,2019.0,5.9,,94.0,882.0,750029.0
694,The Party,2017.0,6.5,73.0,71.0,18641.0,749827.0
695,Kasal,2018.0,7.5,,115.0,87.0,748914.0
696,How Long Will I Love U,2018.0,6.4,,101.0,1033.0,746933.0
697,On Chesil Beach,2017.0,6.3,62.0,110.0,11121.0,745971.0
698,The Fighting Preacher,2019.0,5.8,,100.0,481.0,739900.0
699,The Game Changers,2018.0,7.8,,86.0,19768.0,739711.0
700,Vox Lux,2018.0,5.8,67.0,114.0,18025.0,727119.0
701,Walk With Me,2017.0,6.3,55.0,94.0,977.0,726593.0
702,Alone/Together,2019.0,6.6,,103.0,455.0,726027.0
703,May it Last: A Portrait of the Avett Brothers,2017.0,8.2,,104.0,688.0,725286.0
704,More Than Blue,2018.0,6.1,,105.0,1177.0,722669.0
705,Burning,2018.0,7.5,90.0,148.0,62088.0,718991.0
706,The Little Stranger,2018.0,5.5,67.0,111.0,9923.0,713143.0
707,The Catcher Was a Spy,2018.0,6.2,49.0,94.0,9508.0,712438.0
708,The Captain,2019.0,6.2,,111.0,2040.0,706572.0
709,Monster Hunt 2,2018.0,5.3,63.0,110.0,1714.0,706153.0
710,Non-Fiction,2018.0,6.4,78.0,108.0,5116.0,704919.0
711,Boundaries,2018.0,5.4,50.0,104.0,2359.0,703438.0
712,Countdown to Canelo vs. Golovkin,2017.0,,,62.0,703396.0,
713,Shubh Mangal Savdhan,2017.0,6.9,,119.0,10167.0,689874.0
714,The Island,2018.0,6.2,61.0,134.0,1688.0,670883.0
715,Wilson,2017.0,5.8,49.0,94.0,10621.0,652997.0
716,First Love,2018.0,5.9,,122.0,150.0,646210.0
717,Lizzie,2018.0,5.9,59.0,105.0,7701.0,642157.0
718,You Are Here: A Come From Away Story,2018.0,8.6,,84.0,270.0,632962.0
719,"Love, Gilda",2018.0,7.4,74.0,88.0,1589.0,626318.0
720,The Only Living Boy in New York,2017.0,6.3,33.0,89.0,14212.0,624332.0
721,David Crosby: Remember My Name,2019.0,7.4,80.0,95.0,1133.0,619732.0
722,Foxtrot,2017.0,7.2,88.0,113.0,7478.0,618883.0
723,Pilgrim's Progress,2019.0,6.1,,108.0,677.0,615949.0
724,The White Storm 2: Drug Lords,2019.0,6.0,,99.0,1260.0,609461.0
725,Itzhak,2017.0,7.4,69.0,82.0,306.0,606719.0
726,The Least of These: The Graham Staines Story,2019.0,5.9,,112.0,876.0,605908.0
727,The Midwife,2017.0,6.7,66.0,117.0,2787.0,603582.0
728,The Chaperone,2018.0,6.6,49.0,108.0,1571.0,600654.0
729,Furie,2019.0,6.3,,98.0,4701.0,594788.0
730,Bethany Hamilton: Unstoppable,2018.0,7.4,55.0,100.0,723.0,588864.0
